date,time,temperature,mainPressure,containerTempFront,containerTempBack,currentSpeed
2024-11-11,11:52:00,404.85,144.275,431,430,4
2024-11-11,11:52:10,477.61249999999995,139.0625,431,430,4
2024-11-11,11:52:20,453.58571428571435,135.25714285714284,431,430,4
2024-11-11,11:52:30,477.25,131.45000000000002,431,430,4
2024-11-11,11:52:40,454.97499999999997,127.5,431,430,4
2024-11-11,11:52:50,481.70000000000005,123.91111111111111,431,430,4.022222222222222
2024-11-11,11:53:00,454.4142857142857,119.42857142857142,431,430,3.9857142857142853
2024-11-11,11:53:10,441.5,116.4,431,430,3.9875
2024-11-11,11:53:20,498.59999999999997,116.10000000000001,431,430,3.9
2024-11-11,11:53:40,412.125,31.375,431,430,0
2024-11-11,11:53:50,413.80000000000007,17.042857142857144,431,430,0.19999999999999998
2024-11-11,11:54:00,390.1888888888889,116.05555555555556,431,430,1.5555555555555556
2024-11-11,11:54:10,388.16,167.01,431,430,3.4200000000000004
2024-11-11,11:54:20,447.4666666666667,157.76666666666668,431,430,3.966666666666667
2024-11-11,11:54:30,413.0571428571428,151.77142857142854,431,430,4
2024-11-11,11:54:40,465.7857142857143,147.04285714285717,431,430,4
2024-11-11,11:54:50,397.5,141.9,431,430,4
2024-11-11,11:55:00,433.0833333333333,136.78333333333333,431,430,4
2024-11-11,11:55:10,458.1666666666667,134,431,430,4
2024-11-11,11:55:20,452.84999999999997,129.35,431,430,4
2024-11-11,11:55:30,493.70000000000005,125.58333333333333,431,430,4
2024-11-11,11:55:40,471.3625,121.25000000000001,431,430,4
2024-11-11,11:55:50,362.775,117.75,431,430,3.9875
2024-11-11,11:56:00,510.81666666666666,117.30000000000001,431,430,3.8333333333333326
2024-11-11,11:56:20,420.20000000000005,26.275,431,430,0
2024-11-11,11:56:30,403.5,91,431,430,1.025
2024-11-11,11:56:40,386.7285714285714,150.84285714285716,431,430,1.6857142857142857
2024-11-11,11:56:50,438.0799999999999,165.2,431,430,3.4
2024-11-11,11:57:00,419.96250000000003,158.27499999999998,431,430,3.95
2024-11-11,11:57:10,428,152.125,431,430,4
2024-11-11,11:57:20,412.2375,146.6875,431,430,4
2024-11-11,11:57:30,369.9375,141.925,431,430,4
